,label_ko,class2,fs_date,amount,rcp_no,report_nm,rcept_dt,available_at,stock_code,corp_code,corp_name,class3,class4,comment
99,매출원가,,20220101-20220930,141414042000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
100,매출총이익,,20220101-20220930,90352743000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
101,판매비와관리비,,20220101-20220930,51282244000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
102,영업이익,,20220101-20220930,39070499000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
103,당기순이익(손실),,20220101-20220930,31812631000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
104,기본주당이익(손실),기본주당이익(손실),20220101-20220930,4597.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
105,수익(매출액),,20210701-20210930,73979187000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
106,매출원가,,20210701-20210930,42898871000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
107,매출총이익,,20210701-20210930,31080316000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
108,판매비와관리비,,20210701-20210930,15262785000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
109,영업이익,,20210701-20210930,15817531000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
110,당기순이익(손실),,20210701-20210930,12293331000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
111,기본주당이익(손실),기본주당이익(손실),20210701-20210930,1776.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
112,수익(매출액),,20210101-20210930,203039275000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
113,매출원가,,20210101-20210930,121464787000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
114,매출총이익,,20210101-20210930,81574488000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
115,판매비와관리비,,20210101-20210930,43807344000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
116,영업이익,,20210101-20210930,37767144000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
117,당기순이익(손실),,20210101-20210930,29069502000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
118,기본주당이익(손실),기본주당이익(손실),20210101-20210930,4211.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,,,
147,수익(매출액),,20220101-20220331,77781498000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,,,
148,매출원가,,20220101-20220331,47072057000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,,,
149,매출총이익,,20220101-20220331,30709441000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,,,
150,판매비와관리비,,20220101-20220331,16588032000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,,,
151,영업이익,,20220101-20220331,14121409000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,,,
152,당기순이익(손실),,20220101-20220331,11324628000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,,,
153,기본주당이익(손실),기본주당이익(손실),20220101-20220331,1638.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,,,
154,수익(매출액),,20210101-20210331,65388503000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,,,
155,매출원가,,20210101-20210331,41499985000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,,,
156,매출총이익,,20210101-20210331,23888518000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,,,
157,판매비와관리비,,20210101-20210331,14505650000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,,,
158,영업이익,,20210101-20210331,9382868000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,,,
159,당기순이익(손실),,20210101-20210331,7141685000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,,,
160,기본주당이익(손실),기본주당이익(손실),20210101-20210331,1044.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,,,
161,매출원가,,20230701-20230930,6881973000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션,,,
162,매출총이익,,20230701-20230930,1341569000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션,,,
163,매출원가,,20230101-20230930,21774291000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션,,,
164,매출총이익,,20230101-20230930,3969855000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션,,,
165,매출원가,,20220701-20220930,6253208000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션,,,
166,매출총이익,,20220701-20220930,1394949000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션,,,
167,매출원가,,20220101-20220930,14069185000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션,,,
168,매출총이익,,20220101-20220930,2991881000000.0,20231114001430,분기보고서 (2023.09),20231114,2023-11-14,373220,1515323,LG에너지솔루션,,,
177,매출원가,,20230101-20230331,7452907000000.0,20230515002279,분기보고서 (2023.03),20230515,2023-05-15,373220,1515323,LG에너지솔루션,,,
178,매출총이익,,20230101-20230331,1294210000000.0,20230515002279,분기보고서 (2023.03),20230515,2023-05-15,373220,1515323,LG에너지솔루션,,,
179,매출원가,,20220101-20220331,3567242000000.0,20230515002279,분기보고서 (2023.03),20230515,2023-05-15,373220,1515323,LG에너지솔루션,,,
180,매출총이익,,20220101-20220331,775106000000.0,20230515002279,분기보고서 (2023.03),20230515,2023-05-15,373220,1515323,LG에너지솔루션,,,
190,매출원가,,20220701-20220930,6253208000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션,,,
191,매출총이익,,20220701-20220930,1394949000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션,,,
192,매출원가,,20220101-20220930,14069185000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션,,,
193,매출총이익,,20220101-20220930,2991881000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션,,,
194,매출원가,,20210701-20210930,3270719000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션,,,
195,매출총이익,,20210701-20210930,756695000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션,,,
196,매출원가,,20210101-20210930,10159353000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션,,,
197,매출총이익,,20210101-20210930,3253193000000.0,20221114001585,분기보고서 (2022.09),20221114,2022-11-14,373220,1515323,LG에너지솔루션,,,
206,매출원가,,20220101-20220331,3567242000000.0,20220516001898,분기보고서 (2022.03),20220516,2022-05-16,373220,1515323,LG에너지솔루션,,,
207,매출총이익,,20220101-20220331,775106000000.0,20220516001898,분기보고서 (2022.03),20220516,2022-05-16,373220,1515323,LG에너지솔루션,,,
208,매출원가,,20210101-20210331,3476817000000.0,20220516001898,분기보고서 (2022.03),20220516,2022-05-16,373220,1515323,LG에너지솔루션,,,
209,매출총이익,,20210101-20210331,777299000000.0,20220516001898,분기보고서 (2022.03),20220516,2022-05-16,373220,1515323,LG에너지솔루션,,,
210,매출원가,,20230701-20230930,11177109000000.0,20231114000753,분기보고서 (2023.09),20231114,2023-11-14,051910,356361,LG화학,,,
211,매출총이익,,20230701-20230930,2317717000000.0,20231114000753,분기보고서 (2023.09),20231114,2023-11-14,051910,356361,LG화학,,,
212,영업이익,,20230701-20230930,860426000000.0,20231114000753,분기보고서 (2023.09),20231114,2023-11-14,051910,356361,LG화학,,,
213,매출원가,,20230101-20230930,35079485000000.0,20231114000753,분기보고서 (2023.09),20231114,2023-11-14,051910,356361,LG화학,,,
214,매출총이익,,20230101-20230930,7035498000000.0,20231114000753,분기보고서 (2023.09),20231114,2023-11-14,051910,356361,LG화학,,,
215,영업이익,,20230101-20230930,2281769000000.0,20231114000753,분기보고서 (2023.09),20231114,2023-11-14,051910,356361,LG화학,,,
216,매출원가,,20220701-20220930,11235377000000.0,20231114000753,분기보고서 (2023.09),20231114,2023-11-14,051910,356361,LG화학,,,
217,매출총이익,,20220701-20220930,2749245000000.0,20231114000753,분기보고서 (2023.09),20231114,2023-11-14,051910,356361,LG화학,,,
218,영업이익,,20220701-20220930,911381000000.0,20231114000753,분기보고서 (2023.09),20231114,2023-11-14,051910,356361,LG화학,,,
219,매출원가,,20220101-20220930,29650108000000.0,20231114000753,분기보고서 (2023.09),20231114,2023-11-14,051910,356361,LG화학,,,
220,매출총이익,,20220101-20220930,7676973000000.0,20231114000753,분기보고서 (2023.09),20231114,2023-11-14,051910,356361,LG화학,,,
221,영업이익,,20220101-20220930,2769982000000.0,20231114000753,분기보고서 (2023.09),20231114,2023-11-14,051910,356361,LG화학,,,
230,매출원가,,20230101-20230331,12161129000000.0,20230515002419,분기보고서 (2023.03),20230515,2023-05-15,051910,356361,LG화학,,,
231,매출총이익,,20230101-20230331,2325137000000.0,20230515002419,분기보고서 (2023.03),20230515,2023-05-15,051910,356361,LG화학,,,
232,매출원가,,20220101-20220331,9097976000000.0,20230515002419,분기보고서 (2023.03),20230515,2023-05-15,051910,356361,LG화학,,,
233,매출총이익,,20220101-20220331,2497021000000.0,20230515002419,분기보고서 (2023.03),20230515,2023-05-15,051910,356361,LG화학,,,
258,매출원가,,20220701-20220930,11409716000000.0,20221114002594,분기보고서 (2022.09),20221114,2022-11-14,051910,356361,LG화학,,,
259,매출총이익,,20220701-20220930,2767947000000.0,20221114002594,분기보고서 (2022.09),20221114,2022-11-14,051910,356361,LG화학,,,
260,매출원가,,20220101-20220930,30221182000000.0,20221114002594,분기보고서 (2022.09),20221114,2022-11-14,051910,356361,LG화학,,,
261,매출총이익,,20220101-20220930,7791392000000.0,20221114002594,분기보고서 (2022.09),20221114,2022-11-14,051910,356361,LG화학,,,
262,매출원가,,20210701-20210930,7948335000000.0,20221114002594,분기보고서 (2022.09),20221114,2022-11-14,051910,356361,LG화학,,,
263,매출총이익,,20210701-20210930,2649198000000.0,20221114002594,분기보고서 (2022.09),20221114,2022-11-14,051910,356361,LG화학,,,
264,매출원가,,20210101-20210930,22714435000000.0,20221114002594,분기보고서 (2022.09),20221114,2022-11-14,051910,356361,LG화학,,,
265,매출총이익,,20210101-20210930,8950285000000.0,20221114002594,분기보고서 (2022.09),20221114,2022-11-14,051910,356361,LG화학,,,
274,매출원가,,20220101-20220331,9110372000000.0,20220516001879,분기보고서 (2022.03),20220516,2022-05-16,051910,356361,LG화학,,,
275,매출총이익,,20220101-20220331,2497699000000.0,20220516001879,분기보고서 (2022.03),20220516,2022-05-16,051910,356361,LG화학,,,
276,매출원가,,20210101-20210331,7186507000000.0,20220516001879,분기보고서 (2022.03),20220516,2022-05-16,051910,356361,LG화학,,,
277,매출총이익,,20210101-20210331,2458186000000.0,20220516001879,분기보고서 (2022.03),20220516,2022-05-16,051910,356361,LG화학,,,
278,매출원가,,20230701-20230930,32541305000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
279,매출총이익,,20230701-20230930,8461358000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
280,판매비와관리비,,20230701-20230930,4639559000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
281,영업이익,,20230701-20230930,3821799000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
282,매출원가,,20230101-20230930,95954294000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
283,매출총이익,,20230101-20230930,25076757000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
284,판매비와관리비,,20230101-20230930,13424328000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
285,영업이익,,20230101-20230930,11652429000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
286,매출원가,,20220701-20220930,30348251000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
287,매출총이익,,20220701-20220930,7357191000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
288,판매비와관리비,,20220701-20220930,5805372000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
289,영업이익,,20220701-20220930,1551819000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
290,매출원가,,20220101-20220930,83473205000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
291,매출총이익,,20220101-20220930,20530701000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
292,판매비와관리비,,20220101-20220930,14070158000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
293,영업이익,,20220101-20220930,6460543000000.0,20231114002201,분기보고서 (2023.09),20231114,2023-11-14,005380,164742,현대자동차,,,
310,매출원가,,20230101-20230331,30056680000000.0,20230515002403,분기보고서 (2023.03),20230515,2023-05-15,005380,164742,현대자동차,,,
311,매출총이익,,20230101-20230331,7722013000000.0,20230515002403,분기보고서 (2023.03),20230515,2023-05-15,005380,164742,현대자동차,,,
312,판매비와관리비,,20230101-20230331,4129314000000.0,20230515002403,분기보고서 (2023.03),20230515,2023-05-15,005380,164742,현대자동차,,,
313,매출원가,,20220101-20220331,24525362000000.0,20230515002403,분기보고서 (2023.03),20230515,2023-05-15,005380,164742,현대자동차,,,
314,매출총이익,,20220101-20220331,5773206000000.0,20230515002403,분기보고서 (2023.03),20230515,2023-05-15,005380,164742,현대자동차,,,
315,판매비와관리비,,20220101-20220331,3844276000000.0,20230515002403,분기보고서 (2023.03),20230515,2023-05-15,005380,164742,현대자동차,,,
328,매출원가,,20220701-20220930,30348251000000.0,20221114002080,분기보고서 (2022.09),20221114,2022-11-14,005380,164742,현대자동차,,,
329,매출총이익,,20220701-20220930,7357191000000.0,20221114002080,분기보고서 (2022.09),20221114,2022-11-14,005380,164742,현대자동차,,,
330,판매비와관리비,,20220701-20220930,5805372000000.0,20221114002080,분기보고서 (2022.09),20221114,2022-11-14,005380,164742,현대자동차,,,
331,매출원가,,20220101-20220930,83473205000000.0,20221114002080,분기보고서 (2022.09),20221114,2022-11-14,005380,164742,현대자동차,,,
332,매출총이익,,20220101-20220930,20530701000000.0,20221114002080,분기보고서 (2022.09),20221114,2022-11-14,005380,164742,현대자동차,,,
333,판매비와관리비,,20220101-20220930,14070158000000.0,20221114002080,분기보고서 (2022.09),20221114,2022-11-14,005380,164742,현대자동차,,,
334,매출원가,,20210701-20210930,23633534000000.0,20221114002080,분기보고서 (2022.09),20221114,2022-11-14,005380,164742,현대자동차,,,
335,매출총이익,,20210701-20210930,5233686000000.0,20221114002080,분기보고서 (2022.09),20221114,2022-11-14,005380,164742,현대자동차,,,
336,판매비와관리비,,20210701-20210930,3627013000000.0,20221114002080,분기보고서 (2022.09),20221114,2022-11-14,005380,164742,현대자동차,,,
337,매출원가,,20210101-20210930,70582632000000.0,20221114002080,분기보고서 (2022.09),20221114,2022-11-14,005380,164742,현대자동차,,,
338,매출총이익,,20210101-20210930,16001525000000.0,20221114002080,분기보고서 (2022.09),20221114,2022-11-14,005380,164742,현대자동차,,,
339,판매비와관리비,,20210101-20210930,10852236000000.0,20221114002080,분기보고서 (2022.09),20221114,2022-11-14,005380,164742,현대자동차,,,
356,매출원가,,20220101-20220331,24525362000000.0,20220516001998,분기보고서 (2022.03),20220516,2022-05-16,005380,164742,현대자동차,,,
357,매출총이익,,20220101-20220331,5773206000000.0,20220516001998,분기보고서 (2022.03),20220516,2022-05-16,005380,164742,현대자동차,,,
358,판매비와관리비,,20220101-20220331,3844276000000.0,20220516001998,분기보고서 (2022.03),20220516,2022-05-16,005380,164742,현대자동차,,,
359,매출원가,,20210101-20210331,22354301000000.0,20220516001998,분기보고서 (2022.03),20220516,2022-05-16,005380,164742,현대자동차,,,
360,매출총이익,,20210101-20210331,5036570000000.0,20220516001998,분기보고서 (2022.03),20220516,2022-05-16,005380,164742,현대자동차,,,
361,판매비와관리비,,20210101-20210331,3379955000000.0,20220516001998,분기보고서 (2022.03),20220516,2022-05-16,005380,164742,현대자동차,,,
362,매출원가,,20230701-20230930,301942329760.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
363,매출총이익,,20230701-20230930,370349256964.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
364,판매비와관리비,,20230701-20230930,102719926234.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
365,영업이익,,20230701-20230930,267629330730.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
366,매출원가,,20230101-20230930,883137438678.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
367,매출총이익,,20230101-20230930,910696582130.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
368,판매비와관리비,,20230101-20230930,277638374366.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
369,영업이익,,20230101-20230930,633058207764.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
370,매출원가,,20220701-20220930,345640967179.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
371,매출총이익,,20220701-20220930,299996466671.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
372,판매비와관리비,,20220701-20220930,86235399781.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
373,영업이익,,20220701-20220930,213761066890.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
374,매출원가,,20220101-20220930,940597798805.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
375,매출총이익,,20220101-20220930,832731168895.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
376,판매비와관리비,,20220101-20220930,286159287445.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
377,영업이익,,20220101-20220930,546571881450.0,20231114001566,분기보고서 (2023.09),20231114,2023-11-14,068270,413046,셀트리온,,,
394,매출원가,,20230101-20230331,333386911754.0,20230512001099,분기보고서 (2023.03),20230512,2023-05-12,068270,413046,셀트리온,,,
395,매출총이익,,20230101-20230331,264177091839.0,20230512001099,분기보고서 (2023.03),20230512,2023-05-12,068270,413046,셀트리온,,,
396,판매비와관리비,,20230101-20230331,81742157671.0,20230512001099,분기보고서 (2023.03),20230512,2023-05-12,068270,413046,셀트리온,,,
397,영업이익,,20230101-20230331,182434934168.0,20230512001099,분기보고서 (2023.03),20230512,2023-05-12,068270,413046,셀트리온,,,
398,매출원가,,20220101-20220331,299104601710.0,20230512001099,분기보고서 (2023.03),20230512,2023-05-12,068270,413046,셀트리온,,,
